Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-1823.601	-2105.763	282.162	0.0115632	0.00365675	0.0101699	0.0465707	0.0443164	0.0204328	0.00955856	0.0104121	0.0196032	0.0135333	0.0459441	0.0127767	0.00117779	0.0087694	0.000246649	0.0155635	0.00600626	0.0124633	0.0251572	0.000546114	0.00597313	0.0246016	0.00720668	0.0140563	0.0169331	0.00883508	0.0226173	0.0110733	0.0412448	0.0307268	0.0678987	0.00723799	0.00525171	0.0167177	0.0167197	0.0215247	0.019516	0.0259968	0.00466427	0.000488455	0.0169667	0.0213071	0.00314311	0.0266203	0.00741093	0.0066208	0.0157497	0.00795508	0.0273609	0.0238082	0.0109413	0.00960861	0.000483011	0.0061224	0.00730785	0.00853046	0.0301882	0.0135338	0.0106352	0.000575034	0.00177976	0.00660039	0.00378532	0.00078923	0.00590955	0.0117671	0.00304776	0.0124199	0.00391418	0.0229366	0.0747809	0.0547643	0.0565487	0.0342607	0.00517245	0.00364718	0.00502933	0.00103884	0.0186309	0.00348403	0.0226859	0.00641041	0.0119063	0.00054568	0.00467986	0.00537451	0.0510381	0.00983072	0.0322694	0.00396593	0.00182949	0.0148448	0.00313556	0.0188001	0.0463411	0.00951915	0.00493874	0.0122552	0.00464032	0.0288334	0.0454916	0.0334579	0.0263124	0.00430188	0.0147224	0.00230694	0.0635336	0.0101513	0.00347986	0.0103033	0.000190477	0.0190889	0.018174	0.00568442	0.00854293	0.0005038	0.000834688	0.00216034	0.0782896	0.0135005	0.00323984	0.0101823	0.0154813	0.00228567	0.0313963	0.0153966	0.00577752	0.00518443	0.0224249	0.0128675	0.0493255	0.0256842	0.000487331	0.0198701	0.00366626	0.0574114	0.00312648	0.00675119	0.00617988	0.0296884	0.00186124	0.072992	0.0243561	0.00244091	0.0170342	0.4947453	1.505255	0.154998	0.402829	0.753017	1.32799	2.48244	6.45168	1.348046	3.042484	0.00487299	0.00154104	0.00428581	0.0196259	0.0186759	0.00861084	0.00402819	0.00438788	0.00826123	0.00570324	0.0193619	0.00538441	0.000496347	0.00369562	0.000103944	0.00655882	0.00253117	0.0052523	0.0106018	0.000230145	0.00251721	0.0103677	0.00303706	0.00592364	0.007136	0.0037233	0.00953145	0.00466655	0.0173815	0.012949	0.0286141	0.00305025	0.00221319	0.0070452	0.00704607	0.009071	0.00822448	0.0109556	0.00196563	0.000205846	0.00715015	0.00897931	0.00132458	0.0112184	0.00312313	0.00279016	0.00663727	0.00335245	0.0115305	0.0100333	0.00461091	0.00404929	0.000203552	0.00258012	0.00307969	0.00359493	0.012722	0.00570344	0.00448192	0.000242332	0.000750033	0.00278156	0.00159522	0.000332599	0.00249042	0.00495892	0.00128439	0.00523404	0.00164953	0.00966602	0.0315144	0.0230789	0.0238309	0.0144382	0.00217979	0.00153701	0.00211948	0.000437791	0.00785148	0.00146825	0.00956037	0.00270149	0.00501759	0.000229962	0.0019722	0.00226494	0.0215086	0.00414289	0.0135991	0.00167133	0.00077099	0.00625594	0.0013214	0.0079228	0.0195292	0.00401158	0.0020813	0.00516461	0.00195554	0.012151	0.0191712	0.0140999	0.0110886	0.00181291	0.00620437	0.000972197	0.0267745	0.00427798	0.00146649	0.00434206	8.02711e-05	0.00804448	0.00765892	0.00239554	0.00360018	0.000212313	0.000351756	0.000910415	0.032993	0.00568942	0.00136534	0.00429106	0.00652415	0.000963232	0.0132311	0.00648847	0.00243478	0.00218484	0.00945034	0.00542264	0.0207869	0.0108239	0.000205372	0.00837373	0.00154504	0.0241944	0.00131757	0.0028451	0.00260434	0.0125114	0.00078437	0.0307605	0.0102642	0.00102865	0.00717858	0.756258	0.243742	0.7562582	2.372915
36	-1829.835	-2108.496	278.6607	0.0382111	0.00314135	0.0643796	0.0175272	0.0394592	0.0107904	0.00940228	0.0131972	0.0349433	0.0161186	0.101346	0.0140141	0.00538126	0.00377922	0.00272522	0.0213522	0.0168466	0.033958	0.0407946	0.0174571	0.0221976	0.0630369	0.0301821	0.00638814	0.0248827	0.0138949	0.081539	0.0255935	0.0431366	0.0468346	0.106165	0.0209358	0.0132737	0.0332646	0.012947	0.0764329	0.0466333	0.0438449	0.0225134	0.00441096	0.0488908	0.0506423	0.000827717	0.0133045	0.0304975	0.00132923	0.0036167	0.00141097	0.0322148	0.0284538	0.0280163	0.0504887	0.012899	0.0283679	0.0226447	0.0093999	0.0323528	0.0401074	0.0074692	0.00432296	0.00135085	0.0140001	0.00601404	0.00173072	0.00808925	0.0434529	0.00977582	0.0183824	0.0336387	0.0170256	0.111479	0.247947	0.0988633	0.0145093	0.0246257	0.0778144	0.019335	0.0153711	0.0416024	0.0276758	0.013412	0.0246765	0.00201294	0.00382018	0.00894935	0.008773	0.00412436	0.00431919	0.0217243	0.00182284	0.0828768	0.0106281	0.0102034	0.0477959	0.00155955	0.029453	0.0326668	0.0118952	0.0221687	0.00349204	0.0219946	0.0675979	0.0254012	0.123754	0.0391841	0.00242982	0.0166484	0.00758102	0.00503326	0.0270885	0.168007	0.0855426	0.0490716	0.0374076	0.0500676	0.0116881	0.016442	0.0185695	0.0230083	0.0103474	0.0151176	0.0500919	0.0487017	0.0317805	0.0341995	0.00906144	0.0293083	0.167965	0.126296	0.021907	0.00529925	0.013573	0.00749422	0.0614037	0.023427	0.00856637	0.0107527	0.00747465	0.0431161	0.0165366	0.0179262	0.0361008	0.00543193	0.012158	0.0083731	0.4463925	1.553607	0.223927	0.481998	0.796372	1.25569	2.0747	4.46574	1.082025	3.480362	0.00851374	0.000699917	0.0143443	0.0039052	0.00879181	0.00240419	0.0020949	0.00294044	0.00778564	0.00359135	0.0225806	0.00312246	0.00119899	0.00084204	0.000607201	0.00475743	0.00375356	0.00756612	0.00908934	0.00388958	0.00494579	0.0140451	0.00672481	0.00142333	0.00554406	0.00309588	0.0181675	0.00570243	0.00961116	0.0104351	0.0236544	0.00466466	0.00295749	0.00741161	0.00288468	0.0170298	0.0103903	0.00976899	0.00501615	0.000982795	0.0108932	0.0112835	0.000184422	0.00296435	0.00679508	0.000296163	0.000805828	0.000314376	0.00717772	0.00633972	0.00624225	0.0112493	0.00287399	0.00632059	0.00504542	0.00209437	0.00720846	0.00893623	0.0016642	0.000963189	0.00030098	0.00311934	0.00133997	0.000385618	0.00180235	0.00968165	0.00217813	0.00409575	0.00749496	0.00379344	0.0248384	0.0552445	0.0220275	0.00323278	0.0054868	0.0173377	0.00430798	0.00342481	0.00926935	0.00616639	0.00298831	0.00549812	0.000448498	0.000851165	0.00199399	0.00195469	0.000918939	0.000962348	0.00484035	0.000406143	0.0184656	0.00236802	0.00227339	0.0106493	0.000347479	0.00656236	0.00727841	0.00265034	0.00493936	0.000778053	0.00490058	0.0150613	0.00565959	0.0275733	0.00873053	0.000541382	0.00370939	0.00168911	0.00112145	0.00603554	0.0374333	0.0190595	0.0109335	0.00833469	0.0111555	0.00260419	0.00366341	0.00413743	0.00512643	0.00230547	0.00336832	0.0111609	0.0108511	0.00708093	0.00761992	0.00201896	0.00653011	0.037424	0.0281397	0.00488105	0.00118071	0.00302416	0.00166977	0.0136812	0.00521971	0.00190865	0.00239579	0.00166541	0.00960659	0.00368448	0.00399409	0.00804354	0.00121028	0.00270889	0.00186559	0.826443	0.173557	0.8264434	4.488175
72	-1807.659	-2086.516	278.8568	0.0441591	0.00744108	0.0433907	0.0276197	0.0683076	0.0450707	0.0107085	0.0173207	0.0255734	0.0234042	0.0752811	0.0314459	0.0330492	0.0053714	0.00559272	0.0126138	0.0619465	0.0162941	0.0372562	0.00301321	0.00402873	0.0899208	0.0274971	0.00748641	0.0243549	0.00503439	0.0576783	0.0370056	0.0921517	0.0865694	0.100669	0.0410853	0.0370517	0.0144447	0.0149195	0.0916289	0.00823397	0.0481664	0.00176413	0.0044632	0.0706313	0.0146796	0.000734654	0.0555691	0.0166248	0.00610019	0.0258326	0.00275045	0.0396165	0.0431291	0.0161798	0.00119882	0.000616321	0.00988245	0.013957	0.0148841	0.0299821	0.018611	0.00509025	0.000316505	0.0017123	0.00906046	0.0135613	0.00174543	0.00979831	0.0449795	0.00129558	0.0148438	0.0167603	0.0178148	0.0544771	0.120983	0.0485873	0.0347669	0.00856795	0.0189941	0.00158242	0.0212084	0.0242064	0.0425492	0.00245253	0.0269437	0.0182538	0.0270628	0.0135143	0.00876059	0.0388502	0.100493	0.034721	0.00578679	0.0276345	0.00398014	0.0190465	0.0733526	0.0169336	0.00290463	0.00653475	0.00889353	0.0232558	0.0488574	0.0774804	0.00972042	0.041685	0.00135037	0.00541157	0.0116416	0.0598804	0.0184812	0.00117148	0.0344346	0.0189043	0.0267998	0.0706105	0.0343552	0.0041692	0.00518903	0.00395673	0.0379144	0.162918	0.0372241	0.00192998	0.005267	0.0161083	0.00214275	0.00587442	0.0159826	0.00495998	0.0199248	0.0448916	0.0125045	0.126431	0.0205923	0.00623164	0.0611946	0.00881792	0.107274	0.00235866	0.0214847	0.0334554	0.106495	0.00101957	0.0678435	0.0977569	0.0231417	0.00425297	0.3923922	1.607608	0.233738	0.492185	0.801585	1.24753	2.03176	4.27829	1.051019	4.096941	0.010336	0.00174168	0.0101561	0.00646473	0.0159882	0.0105494	0.00250646	0.00405413	0.00598579	0.00547806	0.0176205	0.00736031	0.00773557	0.00125724	0.00130905	0.00295241	0.0144994	0.00381384	0.00872028	0.000705279	0.000942975	0.0210471	0.00643604	0.00175229	0.00570058	0.00117836	0.0135003	0.00866162	0.0215693	0.0202627	0.0235629	0.00961654	0.00867242	0.00338096	0.0034921	0.0214469	0.00192726	0.011274	0.000412917	0.00104467	0.0165321	0.00343593	0.000171955	0.0130066	0.00389124	0.00142783	0.00604644	0.000643778	0.00927275	0.0100949	0.00378708	0.0002806	0.000144258	0.00231311	0.00326682	0.00348381	0.00701769	0.00435613	0.00119144	7.4082e-05	0.000400785	0.00212071	0.00317419	0.000408541	0.00229342	0.010528	0.000303247	0.00347438	0.00392297	0.00416979	0.012751	0.0283176	0.0113725	0.00813764	0.00200544	0.0044458	0.000370385	0.00496409	0.00566582	0.00995917	0.000574046	0.00630651	0.00427254	0.00633438	0.00316319	0.00205053	0.00909337	0.0235216	0.00812688	0.00135447	0.0064682	0.000931603	0.00445808	0.0171691	0.00396353	0.000679864	0.00152954	0.00208164	0.00544331	0.0114357	0.0181353	0.00227519	0.00975689	0.000316071	0.00126665	0.00272486	0.0140158	0.00432577	0.0002742	0.00805986	0.00442478	0.00627284	0.0165273	0.00804126	0.000975854	0.00121456	0.000926122	0.00887434	0.0381331	0.00871277	0.000451735	0.00123281	0.00377036	0.000501538	0.00137498	0.00374093	0.00116095	0.00466366	0.0105074	0.00292685	0.0295928	0.00481989	0.00145859	0.0143234	0.00206395	0.0251087	0.000552074	0.00502877	0.00783065	0.0249264	0.000238644	0.0158796	0.0228812	0.00541661	0.000995462	0.842511	0.157489	0.8425114	4.272362
108	-1806.283	-2087.813	281.5293	0.0337202	0.000272853	0.0181634	0.0202139	0.0540324	0.0207664	0.0109818	0.0196458	0.0413432	0.0100532	0.0453977	0.00873763	0.00258321	0.0110635	0.00126978	0.0376045	0.0124405	0.00929213	0.0202722	0.00672171	0.0208401	0.0418431	0.0257699	0.0246802	0.0204589	0.020957	0.03844	0.0258904	0.0485309	0.0634846	0.0456045	0.0239059	0.00750505	0.0329778	0.00923644	0.0444311	0.000216319	0.0134465	0.0132454	0.00382519	0.0533393	0.0100763	0.000203856	0.0146156	0.0120741	0.005178	0.0068149	0.0141213	0.0163661	0.0220177	0.0511305	0.0106386	0.00616379	0.00478169	0.00491653	0.00308769	0.0184261	0.0168573	0.00557411	0.00111077	0.00643394	0.0219237	0.00256361	0.000258172	0.00508454	0.0122171	0.00524048	0.0114162	0.00506239	0.0124935	0.110975	0.0502468	0.0937131	0.0289	0.00140198	0.00651165	0.00269591	0.00601739	0.0297665	0.0194693	0.0100837	0.0218891	0.015446	0.00414123	0.0158127	0.00407195	0.0244298	0.0748642	0.0132621	0.0024746	0.00614146	0.00420152	0.00719825	0.00337924	0.0285068	0.0219593	0.00551458	0.00410072	0.00650677	0.018358	0.118883	0.00669955	0.0162599	0.00231601	0.000604848	0.019042	0.0695865	0.00113431	0.0166734	0.00905087	0.0164881	0.00443728	0.0226204	0.00461991	0.00483493	0.00064391	0.00576507	0.049869	0.120643	0.0446756	0.00120421	0.00273241	0.00228986	0.0083738	0.00314048	0.0087365	0.00948782	0.00430308	0.019438	0.00618086	0.0884477	0.0148235	0.0068106	0.0298286	0.00652268	0.012181	0.0285545	0.0319607	0.00636633	0.0755735	0.00149798	0.072456	0.0241955	0.00336819	0.00989586	0.5857778	1.414222	0.149493	0.395787	0.748885	1.33532	2.52661	6.68926	1.374195	2.414264	0.0115271	9.3273e-05	0.00620905	0.00690999	0.0184706	0.00709887	0.00375406	0.00671581	0.0141329	0.00343663	0.0155189	0.00298691	0.000883056	0.00378199	0.000434067	0.0128549	0.00425273	0.00317646	0.00692992	0.00229778	0.00712405	0.0143038	0.00880929	0.0084368	0.00699376	0.00716404	0.0131405	0.00885049	0.01659	0.0217018	0.0155896	0.00817208	0.00256556	0.0112733	0.00315742	0.0151885	7.39472e-05	0.00459662	0.00452787	0.00130762	0.0182337	0.00344451	6.96871e-05	0.00499625	0.00412747	0.00177007	0.00232963	0.00482727	0.00559466	0.00752661	0.0174787	0.00363674	0.00210705	0.00163459	0.00168069	0.00105551	0.00629885	0.00576256	0.00190548	0.00037971	0.0021994	0.00749449	0.000876353	8.82546e-05	0.00173812	0.00417636	0.00179143	0.00390255	0.00173055	0.00427084	0.0379361	0.0171766	0.0320353	0.00987928	0.000479257	0.00222597	0.000921582	0.00205701	0.0101755	0.00665546	0.00344704	0.00748265	0.00528013	0.00141565	0.00540546	0.00139197	0.00835118	0.0255919	0.00453357	0.000845928	0.00209942	0.00143626	0.00246068	0.00115517	0.00974489	0.00750665	0.00188513	0.00140181	0.0022243	0.00627558	0.0406395	0.0022902	0.00555837	0.000791715	0.000206764	0.00650939	0.0237877	0.000387756	0.0056997	0.00309399	0.00563634	0.00151686	0.00773265	0.00157929	0.00165279	0.000220117	0.00197076	0.0170474	0.0412411	0.0152721	0.000411652	0.000934057	0.000782775	0.00286253	0.00107356	0.00298652	0.00324336	0.00147098	0.00664477	0.00211289	0.0302353	0.00506733	0.00232816	0.0101967	0.00222974	0.00416402	0.0097612	0.0109256	0.00217629	0.0258344	0.000512076	0.0247687	0.00827109	0.00115139	0.00338284	0.824027	0.175973	0.8240271	2.92531
144	-1815.227	-2097.501	282.2745	0.00432398	0.00321106	0.0174912	0.0135913	0.0369721	0.00888182	0.00423861	0.0172674	0.0156262	0.00460418	0.0312586	0.00498311	0.000971627	0.000798257	0.000230529	0.015858	0.0189463	0.00846755	0.0152415	0.00231749	0.00344349	0.0257895	0.0101964	0.00985542	0.0139603	0.0248096	0.0129653	0.0209539	0.0172014	0.0265099	0.0275524	0.0183598	0.0178481	0.00326565	0.00200262	0.0327482	6.80219e-05	0.00601225	0.00792342	0.00323303	0.0211408	0.0147096	0.000297745	0.0156034	0.00284745	0.00076091	0.0175176	0.00328626	0.0160826	0.0261312	0.0593541	0.00571394	0.00164931	0.0136147	0.00549079	0.00398916	0.021001	0.0111436	0.00409745	0.000514933	0.00547628	0.0105749	0.0063096	0.00123826	0.00554545	0.0210847	7.54003e-05	0.0142546	0.00681267	0.00687223	0.0482605	0.0335435	0.0354641	0.0279266	0.0107714	0.0052601	0.00274068	0.00585153	0.0514195	0.0210181	0.0137567	0.00963219	0.023293	0.0102454	0.017331	0.00353942	0.00927158	0.0760484	0.00645387	0.00149208	0.00632019	0.00568883	0.00681553	0.0181521	0.0422367	0.00889733	0.00193774	0.00555365	0.00241632	0.0364988	0.0645505	0.020372	0.022862	0.00555009	0.00170594	0.0211983	0.0502707	0.00223304	0.00548668	0.00486932	0.00658396	0.00619572	0.0457666	0.0128025	0.00880017	0.0137353	0.00557385	0.0345756	0.0703855	0.0291526	0.0052529	0.00181773	0.0163968	0.00404284	0.00429695	0.0142385	0.012042	0.00634779	0.00641131	0.0161094	0.0296837	0.00857546	0.00130055	0.0109478	0.00193096	0.0267159	0.0151425	0.00334323	0.00524493	0.0468946	0.0162538	0.0236753	0.00624018	0.00234289	0.0125334	0.473743	1.526257	0.114324	0.347258	0.718939	1.39094	2.87971	8.74705	1.568131	3.221699	0.00204786	0.00152078	0.00828396	0.00643691	0.0175102	0.00420648	0.00200743	0.00817793	0.00740065	0.00218057	0.0148043	0.00236003	0.000460169	0.00037806	0.00010918	0.00751046	0.00897308	0.00401029	0.00721849	0.00109758	0.00163086	0.0122141	0.00482906	0.00466759	0.00661168	0.01175	0.00614044	0.00992388	0.00814668	0.0125552	0.013049	0.0086953	0.00845299	0.00154663	0.000948452	0.0155098	3.22156e-05	0.00284744	0.00375258	0.00153118	0.0100124	0.00696657	0.000141014	0.00738989	0.00134857	0.000360372	0.00829643	0.00155639	0.0076168	0.0123759	0.0281105	0.00270616	0.000781124	0.00644801	0.00260047	0.00188929	0.00994619	0.00527767	0.00194058	0.000243876	0.0025936	0.00500832	0.00298827	0.00058645	0.00262636	0.00998585	3.57101e-05	0.00675107	0.00322652	0.00325473	0.0228565	0.0158864	0.016796	0.0132262	0.00510142	0.00249122	0.001298	0.00277132	0.0243526	0.00995429	0.00651524	0.00456187	0.0110317	0.0048523	0.00820808	0.00167629	0.00439108	0.036017	0.00305659	0.000706657	0.00299328	0.00269427	0.00322788	0.00859695	0.0200036	0.00421383	0.000917724	0.00263024	0.00114439	0.0172861	0.0305715	0.00964829	0.0108276	0.00262856	0.000807944	0.0100396	0.0238085	0.00105758	0.00259853	0.00230614	0.00311821	0.00293433	0.0216753	0.00606334	0.00416782	0.00650514	0.00263981	0.0163752	0.033335	0.0138069	0.00248781	0.00086089	0.00776562	0.00191472	0.00203506	0.00674343	0.00570318	0.00300635	0.00303644	0.00762952	0.0140584	0.00406139	0.000615948	0.00518496	0.000914516	0.0126528	0.00717157	0.00158337	0.00248403	0.0222096	0.00769788	0.0112128	0.00295539	0.00110961	0.00593588	0.931903	0.0680966	0.9319034	2.111458
